combination_id,score_to_min,land_use_1,land_use_2,land_use_3,land_use_4
47232,0.4519059436612836,Dairy,Apple,Blueberry,NA
47233,0.6266457374347505,Dairy,Apple,Cherry (UFO),NA
47234,0.6656187700017739,Dairy,Apple,Cherry (CL),NA
47235,0.16277057308522488,Dairy,Apple,Kiwifruit (Gold),NA
47236,0.11277060666256515,Dairy,Apple,Kiwifruit (Green),NA
47237,0.37246146265540436,Dairy,Apple,Onion,NA
47238,0.4651930942042597,Dairy,Apple,Squash,NA
47239,0.3532822459257423,Dairy,Apple,Wheat,NA
47240,0.4421445017352381,Dairy,Apple,Vining Pea,NA
47241,0.30547924493456996,Dairy,Apple,Field Pea,NA
47242,0.37895406037510804,Dairy,Apple,Maize,NA
47243,0.19311112497844826,Dairy,Apple,Ryegrass Seed,NA
47244,0.353980250390139,Dairy,Apple,Kale,NA
47245,0.34867254087313476,Dairy,Apple,Barley,NA
47246,0.22124701165705182,Dairy,Apple,South Island arable rotation,NA
47247,0.3752541434041423,Dairy,Apple,Broad acre vegetable rotation,NA
47248,0.05038211094033752,Dairy,Avocado,Lemon (Yen Ben),NA
47249,0.48373961794631565,Dairy,Avocado,Blueberry,NA
47250,0.7013536251802718,Dairy,Avocado,Cherry (UFO),NA
47251,0.7401372589659615,Dairy,Avocado,Cherry (CL),NA
47252,0.0879006923757688,Dairy,Avocado,Kiwifruit (Gold),NA
47253,0.10443945669916982,Dairy,Avocado,Kiwifruit (Green),NA
47254,0.39659467534210807,Dairy,Avocado,Onion,NA
47255,0.5527063356254999,Dairy,Avocado,Squash,NA
47256,0.23698695830700525,Dairy,Avocado,Wheat,NA
47257,0.5015512076274647,Dairy,Avocado,Vining Pea,NA
47258,0.4054684178573012,Dairy,Avocado,Field Pea,NA
47259,0.28698824763928416,Dairy,Avocado,Maize,NA
47260,0.3093964551469332,Dairy,Avocado,Ryegrass Seed,NA
47261,0.31610915001942513,Dairy,Avocado,Kale,NA
47262,0.3421484285581578,Dairy,Avocado,Barley,NA
47263,0.3119099722124308,Dairy,Avocado,South Island arable rotation,NA
47264,0.4673659163882342,Dairy,Avocado,Broad acre vegetable rotation,NA
47265,0.45218477358131026,Dairy,Lemon (Yen Ben),Blueberry,NA
47266,0.6268785523145679,Dairy,Lemon (Yen Ben),Cherry (UFO),NA
47267,0.6658360640704394,Dairy,Lemon (Yen Ben),Cherry (CL),NA
47268,0.16445302955790111,Dairy,Lemon (Yen Ben),Kiwifruit (Gold),NA
47269,0.11450812694909857,Dairy,Lemon (Yen Ben),Kiwifruit (Green),NA
47270,0.37156328845995423,Dairy,Lemon (Yen Ben),Onion,NA
47271,0.4655321817518064,Dairy,Lemon (Yen Ben),Squash,NA
47272,0.35484268963822646,Dairy,Lemon (Yen Ben),Wheat,NA
47273,0.4410192091695711,Dairy,Lemon (Yen Ben),Vining Pea,NA
47274,0.30437861242131375,Dairy,Lemon (Yen Ben),Field Pea,NA
47275,0.3807058491453185,Dairy,Lemon (Yen Ben),Maize,NA
47276,0.1926884316118218,Dairy,Lemon (Yen Ben),Ryegrass Seed,NA
47277,0.3555107798822303,Dairy,Lemon (Yen Ben),Kale,NA
47278,0.3501186199955861,Dairy,Lemon (Yen Ben),Barley,NA
47279,0.22208119493848463,Dairy,Lemon (Yen Ben),South Island arable rotation,NA
47280,0.3743421184781974,Dairy,Lemon (Yen Ben),Broad acre vegetable rotation,NA
47281,0.9997171543797995,Dairy,Blueberry,Cherry (UFO),NA
47282,1.0362774225317852,Dairy,Blueberry,Cherry (CL),NA
47283,0.4613985653643479,Dairy,Blueberry,Kiwifruit (Gold),NA
47284,0.4627874694819885,Dairy,Blueberry,Kiwifruit (Green),NA
47285,0.47275816043085933,Dairy,Blueberry,Onion,NA
47286,0.8756018557539081,Dairy,Blueberry,Squash,NA
47287,0.41617505365081753,Dairy,Blueberry,Wheat,NA
47288,0.4721617997247194,Dairy,Blueberry,Vining Pea,NA
47289,0.3777777347124953,Dairy,Blueberry,Field Pea,NA
47290,0.5230262820731205,Dairy,Blueberry,Maize,NA
47291,0.3871197700186537,Dairy,Blueberry,Ryegrass Seed,NA
47292,0.46645282084255574,Dairy,Blueberry,Kale,NA
47293,0.4992523542711815,Dairy,Blueberry,Barley,NA
47294,0.5705950032781089,Dairy,Blueberry,South Island arable rotation,NA
47295,0.704643469926192,Dairy,Blueberry,Broad acre vegetable rotation,NA
47296,1.3262780776307561,Dairy,Cherry (UFO),Cherry (CL),NA
47297,0.6525368959450877,Dairy,Cherry (UFO),Kiwifruit (Gold),NA
47298,0.6654967170687576,Dairy,Cherry (UFO),Kiwifruit (Green),NA
47299,0.6408611990047075,Dairy,Cherry (UFO),Onion,NA
47300,1.071414233344475,Dairy,Cherry (UFO),Squash,NA
47301,0.5675796189283748,Dairy,Cherry (UFO),Wheat,NA
47302,0.6805117364072685,Dairy,Cherry (UFO),Vining Pea,NA
47303,0.6219530310286098,Dairy,Cherry (UFO),Field Pea,NA
47304,0.650261420260778,Dairy,Cherry (UFO),Maize,NA
47305,0.6278146963514831,Dairy,Cherry (UFO),Ryegrass Seed,NA
47306,0.6206842272429004,Dairy,Cherry (UFO),Kale,NA
47307,0.6578603208423198,Dairy,Cherry (UFO),Barley,NA
47308,0.7948011918224731,Dairy,Cherry (UFO),South Island arable rotation,NA
47309,0.9619441022061609,Dairy,Cherry (UFO),Broad acre vegetable rotation,NA
47310,0.6914709939992759,Dairy,Cherry (CL),Kiwifruit (Gold),NA
47311,0.7045559129820534,Dairy,Cherry (CL),Kiwifruit (Green),NA
47312,0.6742080399969597,Dairy,Cherry (CL),Onion,NA
47313,1.1082210448738716,Dairy,Cherry (CL),Squash,NA
47314,0.603159980225266,Dairy,Cherry (CL),Wheat,NA
47315,0.7108483579666717,Dairy,Cherry (CL),Vining Pea,NA
47316,0.6549339414571593,Dairy,Cherry (CL),Field Pea,NA
47317,0.6846560666601542,Dairy,Cherry (CL),Maize,NA
47318,0.6634592292263153,Dairy,Cherry (CL),Ryegrass Seed,NA
47319,0.6543414712578515,Dairy,Cherry (CL),Kale,NA
47320,0.6912054213681792,Dairy,Cherry (CL),Barley,NA
47321,0.8323096209681647,Dairy,Cherry (CL),South Island arable rotation,NA
47322,0.9992648931296033,Dairy,Cherry (CL),Broad acre vegetable rotation,NA
47323,0.12069591096601952,Dairy,Kiwifruit (Gold),Kiwifruit (Green),NA
47324,0.3355559003095025,Dairy,Kiwifruit (Gold),Onion,NA
47325,0.48325370693560393,Dairy,Kiwifruit (Gold),Squash,NA
47326,0.3570908868128506,Dairy,Kiwifruit (Gold),Wheat,NA
47327,0.42692359159436366,Dairy,Kiwifruit (Gold),Vining Pea,NA
47328,0.3125459539321686,Dairy,Kiwifruit (Gold),Field Pea,NA
47329,0.39265763611466836,Dairy,Kiwifruit (Gold),Maize,NA
47330,0.22198065455381813,Dairy,Kiwifruit (Gold),Ryegrass Seed,NA
47331,0.381111327766694,Dairy,Kiwifruit (Gold),Kale,NA
47332,0.3830909342597074,Dairy,Kiwifruit (Gold),Barley,NA
47333,0.2509961695496419,Dairy,Kiwifruit (Gold),South Island arable rotation,NA
47334,0.3971258969082378,Dairy,Kiwifruit (Gold),Broad acre vegetable rotation,NA
47335,0.35258067890420436,Dairy,Kiwifruit (Green),Onion,NA
47336,0.5040809442678685,Dairy,Kiwifruit (Green),Squash,NA
47337,0.3104365840465176,Dairy,Kiwifruit (Green),Wheat,NA
47338,0.45050265785457827,Dairy,Kiwifruit (Green),Vining Pea,NA
47339,0.34287442782061545,Dairy,Kiwifruit (Green),Field Pea,NA
47340,0.35032173146983725,Dairy,Kiwifruit (Green),Maize,NA
47341,0.24818060834273883,Dairy,Kiwifruit (Green),Ryegrass Seed,NA
47342,0.35179806358032123,Dairy,Kiwifruit (Green),Kale,NA
47343,0.3619352038766355,Dairy,Kiwifruit (Green),Barley,NA
47344,0.2647213405927796,Dairy,Kiwifruit (Green),South Island arable rotation,NA
47345,0.4170052119462311,Dairy,Kiwifruit (Green),Broad acre vegetable rotation,NA
47346,0.4801568029093553,Dairy,Onion,Squash,NA
47347,0.3567077468072233,Dairy,Onion,Wheat,NA
47348,0.8533023221190592,Dairy,Onion,Vining Pea,NA
47349,0.695135268539484,Dairy,Onion,Field Pea,NA
47350,0.2636477369346016,Dairy,Onion,Maize,NA
47351,0.5283567507649611,Dairy,Onion,Ryegrass Seed,NA
47352,0.30256951538924254,Dairy,Onion,Kale,NA
47353,0.29319043085257385,Dairy,Onion,Barley,NA
47354,0.4590992480677953,Dairy,Onion,South Island arable rotation,NA
47355,0.5907849741334847,Dairy,Onion,Broad acre vegetable rotation,NA
47356,0.39300230859785246,Dairy,Squash,Wheat,NA
47357,0.5221964162956524,Dairy,Squash,Vining Pea,NA
47358,0.4977882032214753,Dairy,Squash,Field Pea,NA
47359,0.5129573240149279,Dairy,Squash,Maize,NA
47360,0.514409381042213,Dairy,Squash,Ryegrass Seed,NA
47361,0.5104640268479427,Dairy,Squash,Kale,NA
47362,0.5639765479881116,Dairy,Squash,Barley,NA
47363,0.6323030217031612,Dairy,Squash,South Island arable rotation,NA
47364,0.7694689656774933,Dairy,Squash,Broad acre vegetable rotation,NA
47365,0.4499617621236809,Dairy,Wheat,Vining Pea,NA
47366,0.39251441190244574,Dairy,Wheat,Field Pea,NA
47367,0.5944695594459918,Dairy,Wheat,Maize,NA
47368,0.3553994284981463,Dairy,Wheat,Ryegrass Seed,NA
47369,0.5887096682900341,Dairy,Wheat,Kale,NA
47370,0.5747776887521172,Dairy,Wheat,Barley,NA
47371,0.3118208395776757,Dairy,Wheat,South Island arable rotation,NA
47372,0.337047936783772,Dairy,Wheat,Broad acre vegetable rotation,NA
47373,0.8182550111264751,Dairy,Vining Pea,Field Pea,NA
47374,0.3447501142039493,Dairy,Vining Pea,Maize,NA
47375,0.6548724771126071,Dairy,Vining Pea,Ryegrass Seed,NA
47376,0.4281908713916549,Dairy,Vining Pea,Kale,NA
47377,0.4257865411250071,Dairy,Vining Pea,Barley,NA
47378,0.5827123853935819,Dairy,Vining Pea,South Island arable rotation,NA
47379,0.6680289605388765,Dairy,Vining Pea,Broad acre vegetable rotation,NA
47380,0.34346445823014843,Dairy,Field Pea,Maize,NA
47381,0.6101849139982486,Dairy,Field Pea,Ryegrass Seed,NA
47382,0.4596860298516107,Dairy,Field Pea,Kale,NA
47383,0.479320895237387,Dairy,Field Pea,Barley,NA
47384,0.4765247268428408,Dairy,Field Pea,South Island arable rotation,NA
47385,0.5623473250568668,Dairy,Field Pea,Broad acre vegetable rotation,NA
47386,0.3625234538301565,Dairy,Maize,Ryegrass Seed,NA
47387,0.6274167728977283,Dairy,Maize,Kale,NA
47388,0.6236746653062354,Dairy,Maize,Barley,NA
47389,0.3490477236765961,Dairy,Maize,South Island arable rotation,NA
47390,0.3811777867049914,Dairy,Maize,Broad acre vegetable rotation,NA
47391,0.4590129179467835,Dairy,Ryegrass Seed,Kale,NA
47392,0.48583256399529723,Dairy,Ryegrass Seed,Barley,NA
47393,0.38807199090721967,Dairy,Ryegrass Seed,South Island arable rotation,NA
47394,0.48008387148508486,Dairy,Ryegrass Seed,Broad acre vegetable rotation,NA
47395,0.65836366572124,Dairy,Kale,Barley,NA
47396,0.3814306399537204,Dairy,Kale,South Island arable rotation,NA
47397,0.38552810454661235,Dairy,Kale,Broad acre vegetable rotation,NA
47398,0.40684631061971577,Dairy,Barley,South Island arable rotation,NA
47399,0.41935251709582316,Dairy,Barley,Broad acre vegetable rotation,NA
47400,0.5761877082434282,Dairy,South Island arable rotation,Broad acre vegetable rotation,NA
47401,0.578127848327509,Commercial Forest,Native Bush,Hops,NA
47402,0.4711764027191702,Commercial Forest,Native Bush,Macadamia,NA
47403,0.710484035369321,Commercial Forest,Native Bush,Peach,NA
47404,0.710484035369321,Commercial Forest,Native Bush,Nectarine,NA
47405,0.734012990727506,Commercial Forest,Native Bush,Apricot,NA
47406,0.38238298910264873,Commercial Forest,Native Bush,Orange (Navel),NA
47407,0.7494193624079076,Commercial Forest,Native Bush,Orange (Valencia),NA
47408,0.6965547465917198,Commercial Forest,Native Bush,Mandarin (Encore),NA
47409,0.4847124700089806,Commercial Forest,Native Bush,Mandarin (Satsuma),NA
47410,0.40247285195916027,Commercial Forest,Native Bush,Lemon (Meyer),NA
47411,0.3602597783300821,Commercial Forest,Native Bush,Grape,NA
47412,0.5849767727794597,Commercial Forest,Native Bush,Apple,NA
47413,0.5241783384231794,Commercial Forest,Native Bush,Avocado,NA
47414,0.5860313903243816,Commercial Forest,Native Bush,Lemon (Yen Ben),NA
47415,0.9042197600191567,Commercial Forest,Native Bush,Blueberry,NA
47416,1.012653743968558,Commercial Forest,Native Bush,Cherry (UFO),NA
47417,1.047660372516307,Commercial Forest,Native Bush,Cherry (CL),NA
47418,0.5636864912034066,Commercial Forest,Native Bush,Kiwifruit (Gold),NA
47419,0.5441796249915744,Commercial Forest,Native Bush,Kiwifruit (Green),NA
47420,0.5132491225904574,Commercial Forest,Native Bush,Onion,NA
47421,0.8776633026325125,Commercial Forest,Native Bush,Squash,NA
47422,0.5660940458508223,Commercial Forest,Native Bush,Wheat,NA
47423,0.4256766627206112,Commercial Forest,Native Bush,Vining Pea,NA
47424,0.28684671469399087,Commercial Forest,Native Bush,Field Pea,NA
47425,0.6446008141891554,Commercial Forest,Native Bush,Maize,NA
47426,0.3426394941131307,Commercial Forest,Native Bush,Ryegrass Seed,NA
47427,0.5399950583706997,Commercial Forest,Native Bush,Kale,NA
47428,0.5425791718237105,Commercial Forest,Native Bush,Barley,NA
47429,0.5842392095220957,Commercial Forest,Native Bush,South Island arable rotation,NA
47430,0.7384494426213015,Commercial Forest,Native Bush,Broad acre vegetable rotation,NA
47431,0.3764041880261008,Commercial Forest,Hops,Macadamia,NA
47432,0.484562822764436,Commercial Forest,Hops,Peach,NA
47433,0.484562822764436,Commercial Forest,Hops,Nectarine,NA
47434,0.4407100438038021,Commercial Forest,Hops,Apricot,NA
47435,0.29231366034199785,Commercial Forest,Hops,Orange (Navel),NA
47436,0.42625605606125716,Commercial Forest,Hops,Orange (Valencia),NA
47437,0.4039950216194663,Commercial Forest,Hops,Mandarin (Encore),NA
47438,0.49461179329899124,Commercial Forest,Hops,Mandarin (Satsuma),NA
47439,0.286842430676636,Commercial Forest,Hops,Lemon (Meyer),NA
47440,0.34538375105626523,Commercial Forest,Hops,Grape,NA
47441,0.5441628175939913,Commercial Forest,Hops,Apple,NA
47442,0.37197213122129935,Commercial Forest,Hops,Avocado,NA
47443,0.5457377382346341,Commercial Forest,Hops,Lemon (Yen Ben),NA
47444,0.6144143465877009,Commercial Forest,Hops,Blueberry,NA
47445,0.6549471199967213,Commercial Forest,Hops,Cherry (UFO),NA
47446,0.6862973066112478,Commercial Forest,Hops,Cherry (CL),NA
47447,0.5037002864528713,Commercial Forest,Hops,Kiwifruit (Gold),NA
47448,0.45499563701449813,Commercial Forest,Hops,Kiwifruit (Green),NA
47449,0.549532222440271,Commercial Forest,Hops,Onion,NA
47450,0.4937843280143938,Commercial Forest,Hops,Squash,NA
47451,0.660609627674289,Commercial Forest,Hops,Wheat,NA
47452,0.5256315568067215,Commercial Forest,Hops,Vining Pea,NA
47453,0.36833055606300374,Commercial Forest,Hops,Field Pea,NA
47454,0.6694157410654614,Commercial Forest,Hops,Maize,NA
47455,0.32057452948986875,Commercial Forest,Hops,Ryegrass Seed,NA
47456,0.5925950111489262,Commercial Forest,Hops,Kale,NA
47457,0.5550816730637332,Commercial Forest,Hops,Barley,NA
47458,0.39581399876396395,Commercial Forest,Hops,South Island arable rotation,NA
47459,0.46023269495064106,Commercial Forest,Hops,Broad acre vegetable rotation,NA
47460,0.32994658288243,Commercial Forest,Macadamia,Peach,NA
47461,0.32994658288243,Commercial Forest,Macadamia,Nectarine,NA
47462,0.3139033217844599,Commercial Forest,Macadamia,Apricot,NA
47463,0.1916323295134069,Commercial Forest,Macadamia,Orange (Navel),NA
47464,0.31372886657671833,Commercial Forest,Macadamia,Orange (Valencia),NA
47465,0.2763616151986265,Commercial Forest,Macadamia,Mandarin (Encore),NA
47466,0.37874730781845534,Commercial Forest,Macadamia,Mandarin (Satsuma),NA
47467,0.16813071485893452,Commercial Forest,Macadamia,Lemon (Meyer),NA
47468,0.2600169459440391,Commercial Forest,Macadamia,Grape,NA
47469,0.3990745759335423,Commercial Forest,Macadamia,Apple,NA
47470,0.22366827299791459,Commercial Forest,Macadamia,Avocado,NA
47471,0.4004778091836112,Commercial Forest,Macadamia,Lemon (Yen Ben),NA
47472,0.4817252866147937,Commercial Forest,Macadamia,Blueberry,NA
47473,0.5791375094171871,Commercial Forest,Macadamia,Cherry (UFO),NA
47474,0.6149223194862232,Commercial Forest,Macadamia,Cherry (CL),NA
47475,0.35152630755495157,Commercial Forest,Macadamia,Kiwifruit (Gold),NA
47476,0.30344762486043886,Commercial Forest,Macadamia,Kiwifruit (Green),NA
47477,0.48969112481609284,Commercial Forest,Macadamia,Onion,NA
47478,0.4105792129064498,Commercial Forest,Macadamia,Squash,NA
47479,0.5209130206296789,Commercial Forest,Macadamia,Wheat,NA
47480,0.5077247681684753,Commercial Forest,Macadamia,Vining Pea,NA
47481,0.3423160923866206,Commercial Forest,Macadamia,Field Pea,NA
47482,0.5186918518719341,Commercial Forest,Macadamia,Maize,NA
47483,0.23790917876879034,Commercial Forest,Macadamia,Ryegrass Seed,NA
47484,0.45860902467331144,Commercial Forest,Macadamia,Kale,NA
47485,0.4238190852033538,Commercial Forest,Macadamia,Barley,NA
47486,0.27017700260911687,Commercial Forest,Macadamia,South Island arable rotation,NA
47487,0.37807702623016953,Commercial Forest,Macadamia,Broad acre vegetable rotation,NA
47488,0.5446029323995067,Commercial Forest,Peach,Nectarine,NA
47489,0.5334228917771039,Commercial Forest,Peach,Apricot,NA
47490,0.22323801195360313,Commercial Forest,Peach,Orange (Navel),NA
47491,0.5187712537664889,Commercial Forest,Peach,Orange (Valencia),NA
47492,0.47694477032765586,Commercial Forest,Peach,Mandarin (Encore),NA
47493,0.4117675755710422,Commercial Forest,Peach,Mandarin (Satsuma),NA
47494,0.22959984512599596,Commercial Forest,Peach,Lemon (Meyer),NA
47495,0.25754690460541874,Commercial Forest,Peach,Grape,NA
47496,0.4961006525150147,Commercial Forest,Peach,Apple,NA
47497,0.36440823296342617,Commercial Forest,Peach,Avocado,NA
47498,0.49734774291366407,Commercial Forest,Peach,Lemon (Yen Ben),NA
47499,0.723771357767001,Commercial Forest,Peach,Blueberry,NA
47500,0.7849302808192501,Commercial Forest,Peach,Cherry (UFO),NA
47501,0.8190907458150879,Commercial Forest,Peach,Cherry (CL),NA
47502,0.45979600794067355,Commercial Forest,Peach,Kiwifruit (Gold),NA
47503,0.42107632415614415,Commercial Forest,Peach,Kiwifruit (Green),NA
47504,0.4850281117495387,Commercial Forest,Peach,Onion,NA
47505,0.6426069677026506,Commercial Forest,Peach,Squash,NA
47506,0.5529274982529607,Commercial Forest,Peach,Wheat,NA
47507,0.43752271267411397,Commercial Forest,Peach,Vining Pea,NA
47508,0.2243076703140655,Commercial Forest,Peach,Field Pea,NA
47509,0.5899691085871508,Commercial Forest,Peach,Maize,NA
47510,0.19539083880686425,Commercial Forest,Peach,Ryegrass Seed,NA
47511,0.4881029730699748,Commercial Forest,Peach,Kale,NA
47512,0.4628340606491493,Commercial Forest,Peach,Barley,NA
47513,0.41311813465882175,Commercial Forest,Peach,South Island arable rotation,NA
47514,0.5259286980396963,Commercial Forest,Peach,Broad acre vegetable rotation,NA
47515,0.5334228917771039,Commercial Forest,Nectarine,Apricot,NA
47516,0.22323801195360313,Commercial Forest,Nectarine,Orange (Navel),NA
47517,0.5187712537664889,Commercial Forest,Nectarine,Orange (Valencia),NA
47518,0.47694477032765586,Commercial Forest,Nectarine,Mandarin (Encore),NA
47519,0.4117675755710422,Commercial Forest,Nectarine,Mandarin (Satsuma),NA
47520,0.22959984512599596,Commercial Forest,Nectarine,Lemon (Meyer),NA
47521,0.25754690460541874,Commercial Forest,Nectarine,Grape,NA
47522,0.4961006525150147,Commercial Forest,Nectarine,Apple,NA
47523,0.36440823296342617,Commercial Forest,Nectarine,Avocado,NA
47524,0.49734774291366407,Commercial Forest,Nectarine,Lemon (Yen Ben),NA
47525,0.723771357767001,Commercial Forest,Nectarine,Blueberry,NA
47526,0.7849302808192501,Commercial Forest,Nectarine,Cherry (UFO),NA
47527,0.8190907458150879,Commercial Forest,Nectarine,Cherry (CL),NA
47528,0.45979600794067355,Commercial Forest,Nectarine,Kiwifruit (Gold),NA
47529,0.42107632415614415,Commercial Forest,Nectarine,Kiwifruit (Green),NA
47530,0.4850281117495387,Commercial Forest,Nectarine,Onion,NA
47531,0.6426069677026506,Commercial Forest,Nectarine,Squash,NA
47532,0.5529274982529607,Commercial Forest,Nectarine,Wheat,NA
47533,0.43752271267411397,Commercial Forest,Nectarine,Vining Pea,NA
47534,0.2243076703140655,Commercial Forest,Nectarine,Field Pea,NA
47535,0.5899691085871508,Commercial Forest,Nectarine,Maize,NA
47536,0.19539083880686425,Commercial Forest,Nectarine,Ryegrass Seed,NA
47537,0.4881029730699748,Commercial Forest,Nectarine,Kale,NA
47538,0.4628340606491493,Commercial Forest,Nectarine,Barley,NA
47539,0.41311813465882175,Commercial Forest,Nectarine,South Island arable rotation,NA
47540,0.5259286980396963,Commercial Forest,Nectarine,Broad acre vegetable rotation,NA
47541,0.22565292031903353,Commercial Forest,Apricot,Orange (Navel),NA
47542,0.5535077870912204,Commercial Forest,Apricot,Orange (Valencia),NA
47543,0.5047685931393168,Commercial Forest,Apricot,Mandarin (Encore),NA
47544,0.3996387683414724,Commercial Forest,Apricot,Mandarin (Satsuma),NA
47545,0.23337404321404695,Commercial Forest,Apricot,Lemon (Meyer),NA
47546,0.245046839142826,Commercial Forest,Apricot,Grape,NA
47547,0.4688784922932125,Commercial Forest,Apricot,Apple,NA
47548,0.3596784915285627,Commercial Forest,Apricot,Avocado,NA
47549,0.47019112914045563,Commercial Forest,Apricot,Lemon (Yen Ben),NA
47550,0.7172284811430529,Commercial Forest,Apricot,Blueberry,NA
47551,0.8287723053946516,Commercial Forest,Apricot,Cherry (UFO),NA
47552,0.8642278185512217,Commercial Forest,Apricot,Cherry (CL),NA
47553,0.4277437134992254,Commercial Forest,Apricot,Kiwifruit (Gold),NA
47554,0.3978204977904516,Commercial Forest,Apricot,Kiwifruit (Green),NA
47555,0.4661762818746751,Commercial Forest,Apricot,Onion,NA
47556,0.6954950449152973,Commercial Forest,Apricot,Squash,NA
47557,0.48774743497635337,Commercial Forest,Apricot,Wheat,NA
47558,0.4272214701940326,Commercial Forest,Apricot,Vining Pea,NA
47559,0.20347541852482964,Commercial Forest,Apricot,Field Pea,NA
47560,0.5302267582596,Commercial Forest,Apricot,Maize,NA
47561,0.16940327122992418,Commercial Forest,Apricot,Ryegrass Seed,NA
47562,0.4254124405206308,Commercial Forest,Apricot,Kale,NA
47563,0.4076249729750954,Commercial Forest,Apricot,Barley,NA
47564,0.41454130306456993,Commercial Forest,Apricot,South Island arable rotation,NA
47565,0.5560524485215562,Commercial Forest,Apricot,Broad acre vegetable rotation,NA
47566,0.2516635519632481,Commercial Forest,Orange (Navel),Orange (Valencia),NA
47567,0.205396205627856,Commercial Forest,Orange (Navel),Mandarin (Encore),NA
47568,0.33498334810421704,Commercial Forest,Orange (Navel),Mandarin (Satsuma),NA
47569,0.2546109444703176,Commercial Forest,Orange (Navel),Lemon (Meyer),NA
47570,0.291667886040961,Commercial Forest,Orange (Navel),Grape,NA
47571,0.30779917819304997,Commercial Forest,Orange (Navel),Apple,NA
47572,0.16220840858715682,Commercial Forest,Orange (Navel),Avocado,NA
47573,0.3089731607618626,Commercial Forest,Orange (Navel),Lemon (Yen Ben),NA
47574,0.3849229616094245,Commercial Forest,Orange (Navel),Blueberry,NA
47575,0.5577071043385965,Commercial Forest,Orange (Navel),Cherry (UFO),NA
47576,0.5955531609535438,Commercial Forest,Orange (Navel),Cherry (CL),NA
47577,0.2590786085061372,Commercial Forest,Orange (Navel),Kiwifruit (Gold),NA
47578,0.21824312513683508,Commercial Forest,Orange (Navel),Kiwifruit (Green),NA
47579,0.5079919747753434,Commercial Forest,Orange (Navel),Onion,NA
47580,0.3586461487917369,Commercial Forest,Orange (Navel),Squash,NA
47581,0.44139825788831666,Commercial Forest,Orange (Navel),Wheat,NA
47582,0.5627144365510938,Commercial Forest,Orange (Navel),Vining Pea,NA
47583,0.4192099637899835,Commercial Forest,Orange (Navel),Field Pea,NA
47584,0.4244279844107351,Commercial Forest,Orange (Navel),Maize,NA
47585,0.29109945392528874,Commercial Forest,Orange (Navel),Ryegrass Seed,NA
47586,0.3965618338948986,Commercial Forest,Orange (Navel),Kale,NA
47587,0.36966974573701844,Commercial Forest,Orange (Navel),Barley,NA
47588,0.2072123391828824,Commercial Forest,Orange (Navel),South Island arable rotation,NA
47589,0.3244871828373663,Commercial Forest,Orange (Navel),Broad acre vegetable rotation,NA
47590,0.5416006624756445,Commercial Forest,Orange (Valencia),Mandarin (Encore),NA
47591,0.36841990407103714,Commercial Forest,Orange (Valencia),Mandarin (Satsuma),NA
47592,0.2702175509172878,Commercial Forest,Orange (Valencia),Lemon (Meyer),NA
47593,0.21704137919180957,Commercial Forest,Orange (Valencia),Grape,NA
47594,0.4443692679009612,Commercial Forest,Orange (Valencia),Apple,NA
47595,0.3534058694798612,Commercial Forest,Orange (Valencia),Avocado,NA
47596,0.4457588950688591,Commercial Forest,Orange (Valencia),Lemon (Yen Ben),NA
47597,0.7007514644241671,Commercial Forest,Orange (Valencia),Blueberry,NA
47598,0.8179350153140996,Commercial Forest,Orange (Valencia),Cherry (UFO),NA
47599,0.8532298703520128,Commercial Forest,Orange (Valencia),Cherry (CL),NA
47600,0.4108112072249275,Commercial Forest,Orange (Valencia),Kiwifruit (Gold),NA
47601,0.38421160684104216,Commercial Forest,Orange (Valencia),Kiwifruit (Green),NA
47602,0.42080216469992243,Commercial Forest,Orange (Valencia),Onion,NA
47603,0.7014474427584738,Commercial Forest,Orange (Valencia),Squash,NA
47604,0.47293871462252307,Commercial Forest,Orange (Valencia),Wheat,NA
47605,0.36476444400770464,Commercial Forest,Orange (Valencia),Vining Pea,NA
47606,0.2219759268198278,Commercial Forest,Orange (Valencia),Field Pea,NA
47607,0.5358976831392208,Commercial Forest,Orange (Valencia),Maize,NA
47608,0.23130465033018976,Commercial Forest,Orange (Valencia),Ryegrass Seed,NA
47609,0.45201243706478955,Commercial Forest,Orange (Valencia),Kale,NA
47610,0.44957520160718983,Commercial Forest,Orange (Valencia),Barley,NA
47611,0.3873020575094061,Commercial Forest,Orange (Valencia),South Island arable rotation,NA
47612,0.5432202862449464,Commercial Forest,Orange (Valencia),Broad acre vegetable rotation,NA
47613,0.3537226967355956,Commercial Forest,Mandarin (Encore),Mandarin (Satsuma),NA
47614,0.22055548313900888,Commercial Forest,Mandarin (Encore),Lemon (Meyer),NA
47615,0.1895244084533877,Commercial Forest,Mandarin (Encore),Grape,NA
47616,0.4239284322964001,Commercial Forest,Mandarin (Encore),Apple,NA
47617,0.3121418423678316,Commercial Forest,Mandarin (Encore),Avocado,NA
47618,0.42538911157339504,Commercial Forest,Mandarin (Encore),Lemon (Yen Ben),NA
47619,0.6571711236627923,Commercial Forest,Mandarin (Encore),Blueberry,NA
47620,0.7708010722635045,Commercial Forest,Mandarin (Encore),Cherry (UFO),NA
47621,0.8062866108508544,Commercial Forest,Mandarin (Encore),Cherry (CL),NA
47622,0.38632435844874724,Commercial Forest,Mandarin (Encore),Kiwifruit (Gold),NA
47623,0.3539503364140564,Commercial Forest,Mandarin (Encore),Kiwifruit (Green),NA
