combination_id,score_to_min,land_use_1,land_use_2,land_use_3,land_use_4
00356,0.23233862454409332,Sheep/beef,Dairy,Avocado,Ryegrass Seed
00357,0.23723078123939437,Sheep/beef,Dairy,Avocado,Kale
00358,0.25691462941164583,Sheep/beef,Dairy,Avocado,Barley
00359,0.23413299266897405,Sheep/beef,Dairy,Avocado,South Island arable rotation
00360,0.35075568012665637,Sheep/beef,Dairy,Avocado,Broad acre vegetable rotation
00361,0.3396655588715262,Sheep/beef,Dairy,Lemon (Yen Ben),Blueberry
00362,0.4711635807514853,Sheep/beef,Dairy,Lemon (Yen Ben),Cherry (UFO)
00363,0.500382513252213,Sheep/beef,Dairy,Lemon (Yen Ben),Cherry (CL)
00364,0.12311374683099202,Sheep/beef,Dairy,Lemon (Yen Ben),Kiwifruit (Gold)
00365,0.08575624450391973,Sheep/beef,Dairy,Lemon (Yen Ben),Kiwifruit (Green)
00366,0.2781212818555595,Sheep/beef,Dairy,Lemon (Yen Ben),Onion
00367,0.35001560104651747,Sheep/beef,Dairy,Lemon (Yen Ben),Squash
00368,0.2656462861843144,Sheep/beef,Dairy,Lemon (Yen Ben),Wheat
00369,0.3301959273861364,Sheep/beef,Dairy,Lemon (Yen Ben),Vining Pea
00370,0.22789547666005805,Sheep/beef,Dairy,Lemon (Yen Ben),Field Pea
00371,0.2853528301851091,Sheep/beef,Dairy,Lemon (Yen Ben),Maize
00372,0.14438207616703477,Sheep/beef,Dairy,Lemon (Yen Ben),Ryegrass Seed
00373,0.2664390817445242,Sheep/beef,Dairy,Lemon (Yen Ben),Kale
00374,0.262554126497414,Sheep/beef,Dairy,Lemon (Yen Ben),Barley
00375,0.1663199743627037,Sheep/beef,Dairy,Lemon (Yen Ben),South Island arable rotation
00376,0.2807354207570456,Sheep/beef,Dairy,Lemon (Yen Ben),Broad acre vegetable rotation
00377,0.7507417577642431,Sheep/beef,Dairy,Blueberry,Cherry (UFO)
00378,0.7781665828606125,Sheep/beef,Dairy,Blueberry,Cherry (CL)
00379,0.3466695560033391,Sheep/beef,Dairy,Blueberry,Kiwifruit (Gold)
00380,0.34775865914803694,Sheep/beef,Dairy,Blueberry,Kiwifruit (Green)
00381,0.3548205721512508,Sheep/beef,Dairy,Blueberry,Onion
00382,0.65753186050659,Sheep/beef,Dairy,Blueberry,Squash
00383,0.31249523051834904,Sheep/beef,Dairy,Blueberry,Wheat
00384,0.35427646826576936,Sheep/beef,Dairy,Blueberry,Vining Pea
00385,0.28387703263535713,Sheep/beef,Dairy,Blueberry,Field Pea
00386,0.3927599286072708,Sheep/beef,Dairy,Blueberry,Maize
00387,0.29110832953132837,Sheep/beef,Dairy,Blueberry,Ryegrass Seed
00388,0.35038545483299743,Sheep/beef,Dairy,Blueberry,Kale
00389,0.37506279005650184,Sheep/beef,Dairy,Blueberry,Barley
00390,0.4284196829077879,Sheep/beef,Dairy,Blueberry,South Island arable rotation
00391,0.5289306224340243,Sheep/beef,Dairy,Blueberry,Broad acre vegetable rotation
00392,0.9957529649007629,Sheep/beef,Dairy,Cherry (UFO),Cherry (CL)
00393,0.49044153417144287,Sheep/beef,Dairy,Cherry (UFO),Kiwifruit (Gold)
00394,0.5001754757661708,Sheep/beef,Dairy,Cherry (UFO),Kiwifruit (Green)
00395,0.48144284422061207,Sheep/beef,Dairy,Cherry (UFO),Onion
00396,0.8046049887161606,Sheep/beef,Dairy,Cherry (UFO),Squash
00397,0.42664130429377223,Sheep/beef,Dairy,Cherry (UFO),Wheat
00398,0.5110670319255127,Sheep/beef,Dairy,Cherry (UFO),Vining Pea
00399,0.46742464073273743,Sheep/beef,Dairy,Cherry (UFO),Field Pea
00400,0.4886924255619687,Sheep/beef,Dairy,Cherry (UFO),Maize
00401,0.47195862768564306,Sheep/beef,Dairy,Cherry (UFO),Ryegrass Seed
00402,0.46655409334499404,Sheep/beef,Dairy,Cherry (UFO),Kale
00403,0.4944635437933152,Sheep/beef,Dairy,Cherry (UFO),Barley
00404,0.5969335852977644,Sheep/beef,Dairy,Cherry (UFO),South Island arable rotation
00405,0.7221935325867158,Sheep/beef,Dairy,Cherry (UFO),Broad acre vegetable rotation
00406,0.5196409891628707,Sheep/beef,Dairy,Cherry (CL),Kiwifruit (Gold)
00407,0.529467812041851,Sheep/beef,Dairy,Cherry (CL),Kiwifruit (Green)
00408,0.5064723691482476,Sheep/beef,Dairy,Cherry (CL),Onion
00409,0.8322112097431372,Sheep/beef,Dairy,Cherry (CL),Squash
00410,0.4533359001518229,Sheep/beef,Dairy,Cherry (CL),Wheat
00411,0.5338461149848528,Sheep/beef,Dairy,Cherry (CL),Vining Pea
00412,0.4921725372086155,Sheep/beef,Dairy,Cherry (CL),Field Pea
00413,0.5144962861461279,Sheep/beef,Dairy,Cherry (CL),Maize
00414,0.4986928523059105,Sheep/beef,Dairy,Cherry (CL),Ryegrass Seed
00415,0.4918040986954849,Sheep/beef,Dairy,Cherry (CL),Kale
00416,0.5194782157036102,Sheep/beef,Dairy,Cherry (CL),Barley
00417,0.625075033090838,Sheep/beef,Dairy,Cherry (CL),South Island arable rotation
00418,0.7501963470527052,Sheep/beef,Dairy,Cherry (CL),Broad acre vegetable rotation
00419,0.09080197839414528,Sheep/beef,Dairy,Kiwifruit (Gold),Kiwifruit (Green)
00420,0.25120022513313983,Sheep/beef,Dairy,Kiwifruit (Gold),Onion
00421,0.3633744160351505,Sheep/beef,Dairy,Kiwifruit (Gold),Squash
00422,0.2674705147506255,Sheep/beef,Dairy,Kiwifruit (Gold),Wheat
00423,0.31971835516699326,Sheep/beef,Dairy,Kiwifruit (Gold),Vining Pea
00424,0.23418537021392147,Sheep/beef,Dairy,Kiwifruit (Gold),Field Pea
00425,0.29444469032920656,Sheep/beef,Dairy,Kiwifruit (Gold),Maize
00426,0.16658584187817654,Sheep/beef,Dairy,Kiwifruit (Gold),Ryegrass Seed
00427,0.28577889630946446,Sheep/beef,Dairy,Kiwifruit (Gold),Kale
00428,0.28741200598135636,Sheep/beef,Dairy,Kiwifruit (Gold),Barley
00429,0.18822590295058542,Sheep/beef,Dairy,Kiwifruit (Gold),South Island arable rotation
00430,0.2979456700999858,Sheep/beef,Dairy,Kiwifruit (Gold),Broad acre vegetable rotation
00431,0.26405629335784375,Sheep/beef,Dairy,Kiwifruit (Green),Onion
00432,0.3790015623951861,Sheep/beef,Dairy,Kiwifruit (Green),Squash
00433,0.23250117912945797,Sheep/beef,Dairy,Kiwifruit (Green),Wheat
00434,0.3374783013674465,Sheep/beef,Dairy,Kiwifruit (Green),Vining Pea
00435,0.2570182523314305,Sheep/beef,Dairy,Kiwifruit (Green),Field Pea
00436,0.2627521275864887,Sheep/beef,Dairy,Kiwifruit (Green),Maize
00437,0.18631722357683472,Sheep/beef,Dairy,Kiwifruit (Green),Ryegrass Seed
00438,0.2638543576527433,Sheep/beef,Dairy,Kiwifruit (Green),Kale
00439,0.27161379303821365,Sheep/beef,Dairy,Kiwifruit (Green),Barley
00440,0.19860719069586524,Sheep/beef,Dairy,Kiwifruit (Green),South Island arable rotation
00441,0.3129051061824144,Sheep/beef,Dairy,Kiwifruit (Green),Broad acre vegetable rotation
00442,0.36070972481970875,Sheep/beef,Dairy,Onion,Squash
00443,0.2667122976465828,Sheep/beef,Dairy,Onion,Wheat
00444,0.6395431994570581,Sheep/beef,Dairy,Onion,Vining Pea
00445,0.5210097260836596,Sheep/beef,Dairy,Onion,Field Pea
00446,0.19702708239049746,Sheep/beef,Dairy,Onion,Maize
00447,0.3959926946741615,Sheep/beef,Dairy,Onion,Ryegrass Seed
00448,0.2263040525518962,Sheep/beef,Dairy,Onion,Kale
00449,0.21944378565354045,Sheep/beef,Dairy,Onion,Barley
00450,0.3439478675329307,Sheep/beef,Dairy,Onion,South Island arable rotation
00451,0.44287329345519616,Sheep/beef,Dairy,Onion,Broad acre vegetable rotation
00452,0.2955570946824529,Sheep/beef,Dairy,Squash,Wheat
00453,0.3921040538327587,Sheep/beef,Dairy,Squash,Vining Pea
00454,0.37408570213857467,Sheep/beef,Dairy,Squash,Field Pea
00455,0.3855396935947524,Sheep/beef,Dairy,Squash,Maize
00456,0.3867066061170921,Sheep/beef,Dairy,Squash,Ryegrass Seed
00457,0.3836703051962237,Sheep/beef,Dairy,Squash,Kale
00458,0.42382725144403915,Sheep/beef,Dairy,Squash,Barley
00459,0.47491579892089925,Sheep/beef,Dairy,Squash,South Island arable rotation
00460,0.5777267768398641,Sheep/beef,Dairy,Squash,Broad acre vegetable rotation
00461,0.33672059922316666,Sheep/beef,Dairy,Wheat,Vining Pea
00462,0.29386289002986427,Sheep/beef,Dairy,Wheat,Field Pea
00463,0.4455928360014854,Sheep/beef,Dairy,Wheat,Maize
00464,0.2662320445353969,Sheep/beef,Dairy,Wheat,Ryegrass Seed
00465,0.4412674048857801,Sheep/beef,Dairy,Wheat,Kale
00466,0.43091077841290615,Sheep/beef,Dairy,Wheat,Barley
00467,0.23341496505791423,Sheep/beef,Dairy,Wheat,South Island arable rotation
00468,0.25250438321718793,Sheep/beef,Dairy,Wheat,Broad acre vegetable rotation
00469,0.6133448565402274,Sheep/beef,Dairy,Vining Pea,Field Pea
00470,0.2578875489597223,Sheep/beef,Dairy,Vining Pea,Maize
00471,0.4908624956075582,Sheep/beef,Dairy,Vining Pea,Ryegrass Seed
00472,0.32059581665033493,Sheep/beef,Dairy,Vining Pea,Kale
00473,0.3189229539268257,Sheep/beef,Dairy,Vining Pea,Barley
00474,0.43665883914485704,Sheep/beef,Dairy,Vining Pea,South Island arable rotation
00475,0.5007624675144489,Sheep/beef,Dairy,Vining Pea,Broad acre vegetable rotation
00476,0.2573068371950777,Sheep/beef,Dairy,Field Pea,Maize
00477,0.4575424323872301,Sheep/beef,Dairy,Field Pea,Ryegrass Seed
00478,0.3445429626028426,Sheep/beef,Dairy,Field Pea,Kale
00479,0.3593966367628535,Sheep/beef,Dairy,Field Pea,Barley
00480,0.35721232159567,Sheep/beef,Dairy,Field Pea,South Island arable rotation
00481,0.4216879453745286,Sheep/beef,Dairy,Field Pea,Broad acre vegetable rotation
00482,0.27187113933413065,Sheep/beef,Dairy,Maize,Ryegrass Seed
00483,0.4704815015528943,Sheep/beef,Dairy,Maize,Kale
00484,0.46776543158680656,Sheep/beef,Dairy,Maize,Barley
00485,0.2616843950654109,Sheep/beef,Dairy,Maize,South Island arable rotation
00486,0.2859099823185796,Sheep/beef,Dairy,Maize,Broad acre vegetable rotation
00487,0.34423893472225275,Sheep/beef,Dairy,Ryegrass Seed,Kale
00488,0.36447160891559827,Sheep/beef,Dairy,Ryegrass Seed,Barley
00489,0.29106933442526367,Sheep/beef,Dairy,Ryegrass Seed,South Island arable rotation
00490,0.36017015091151955,Sheep/beef,Dairy,Ryegrass Seed,Broad acre vegetable rotation
00491,0.49377902722291495,Sheep/beef,Dairy,Kale,Barley
00492,0.2859756048583425,Sheep/beef,Dairy,Kale,South Island arable rotation
00493,0.28916788189570264,Sheep/beef,Dairy,Kale,Broad acre vegetable rotation
00494,0.30518293605770724,Sheep/beef,Dairy,Barley,South Island arable rotation
00495,0.31466971875061334,Sheep/beef,Dairy,Barley,Broad acre vegetable rotation
00496,0.4321822340607002,Sheep/beef,Dairy,South Island arable rotation,Broad acre vegetable rotation
00497,0.43381843802522874,Sheep/beef,Commercial Forest,Native Bush,Hops
00498,0.3537317893304426,Sheep/beef,Commercial Forest,Native Bush,Macadamia
00499,0.5332757044625762,Sheep/beef,Commercial Forest,Native Bush,Peach
00500,0.5332757044625762,Sheep/beef,Commercial Forest,Native Bush,Nectarine
00501,0.5510100136345862,Sheep/beef,Commercial Forest,Native Bush,Apricot
00502,0.28760350797300216,Sheep/beef,Commercial Forest,Native Bush,Orange (Navel)
00503,0.5627311480334382,Sheep/beef,Commercial Forest,Native Bush,Orange (Valencia)
00504,0.523037233974863,Sheep/beef,Commercial Forest,Native Bush,Mandarin (Encore)
00505,0.3636639008079816,Sheep/beef,Commercial Forest,Native Bush,Mandarin (Satsuma)
00506,0.3027263258680378,Sheep/beef,Commercial Forest,Native Bush,Lemon (Meyer)
00507,0.27049024546149286,Sheep/beef,Commercial Forest,Native Bush,Grape
00508,0.4388742051081741,Sheep/beef,Commercial Forest,Native Bush,Apple
00509,0.3935128406919905,Sheep/beef,Commercial Forest,Native Bush,Avocado
00510,0.43966475899463986,Sheep/beef,Commercial Forest,Native Bush,Lemon (Yen Ben)
00511,0.678614254759664,Sheep/beef,Commercial Forest,Native Bush,Blueberry
00512,0.7602784433654055,Sheep/beef,Commercial Forest,Native Bush,Cherry (UFO)
00513,0.7865449356971999,Sheep/beef,Commercial Forest,Native Bush,Cherry (CL)
00514,0.4229970420234505,Sheep/beef,Commercial Forest,Native Bush,Kiwifruit (Gold)
00515,0.4084171739111492,Sheep/beef,Commercial Forest,Native Bush,Kiwifruit (Green)
00516,0.3848656188230843,Sheep/beef,Commercial Forest,Native Bush,Onion
00517,0.6588987865183389,Sheep/beef,Commercial Forest,Native Bush,Squash
00518,0.42456319410057375,Sheep/beef,Commercial Forest,Native Bush,Wheat
00519,0.3190637481242113,Sheep/beef,Commercial Forest,Native Bush,Vining Pea
00520,0.21530892751956257,Sheep/beef,Commercial Forest,Native Bush,Field Pea
00521,0.4836070390405085,Sheep/beef,Commercial Forest,Native Bush,Maize
00522,0.2573942692463505,Sheep/beef,Commercial Forest,Native Bush,Ryegrass Seed
00523,0.4051797732244773,Sheep/beef,Commercial Forest,Native Bush,Kale
00524,0.4072215144761489,Sheep/beef,Commercial Forest,Native Bush,Barley
00525,0.4383754816543329,Sheep/beef,Commercial Forest,Native Bush,South Island arable rotation
00526,0.5540538746237875,Sheep/beef,Commercial Forest,Native Bush,Broad acre vegetable rotation
00527,0.2817284048935473,Sheep/beef,Commercial Forest,Hops,Macadamia
00528,0.3632413941371342,Sheep/beef,Commercial Forest,Hops,Peach
00529,0.3632413941371342,Sheep/beef,Commercial Forest,Hops,Nectarine
00530,0.3305019160574123,Sheep/beef,Commercial Forest,Hops,Apricot
00531,0.2190014881054481,Sheep/beef,Commercial Forest,Hops,Orange (Navel)
00532,0.3199711289283521,Sheep/beef,Commercial Forest,Hops,Orange (Valencia)
00533,0.3031251376625641,Sheep/beef,Commercial Forest,Hops,Mandarin (Encore)
00534,0.37031523769497837,Sheep/beef,Commercial Forest,Hops,Mandarin (Satsuma)
00535,0.2150288582558873,Sheep/beef,Commercial Forest,Hops,Lemon (Meyer)
00536,0.2582421668264651,Sheep/beef,Commercial Forest,Hops,Grape
00537,0.4075741087282306,Sheep/beef,Commercial Forest,Hops,Apple
00538,0.2784892243121795,Sheep/beef,Commercial Forest,Hops,Avocado
00539,0.40875671662047447,Sheep/beef,Commercial Forest,Hops,Lemon (Yen Ben)
00540,0.46085251810223127,Sheep/beef,Commercial Forest,Hops,Blueberry
00541,0.4918476237236352,Sheep/beef,Commercial Forest,Hops,Cherry (UFO)
00542,0.5153889222664431,Sheep/beef,Commercial Forest,Hops,Cherry (CL)
00543,0.3772786501491742,Sheep/beef,Commercial Forest,Hops,Kiwifruit (Gold)
00544,0.3407472256896124,Sheep/beef,Commercial Forest,Hops,Kiwifruit (Green)
00545,0.4113888808561244,Sheep/beef,Commercial Forest,Hops,Onion
00546,0.3707249515430903,Sheep/beef,Commercial Forest,Hops,Squash
00547,0.4948740526834347,Sheep/beef,Commercial Forest,Hops,Wheat
00548,0.3933412378032326,Sheep/beef,Commercial Forest,Hops,Vining Pea
00549,0.27534789907516766,Sheep/beef,Commercial Forest,Hops,Field Pea
00550,0.5016433348783387,Sheep/beef,Commercial Forest,Hops,Maize
00551,0.2396852186508094,Sheep/beef,Commercial Forest,Hops,Ryegrass Seed
00552,0.44397052890264055,Sheep/beef,Commercial Forest,Hops,Kale
00553,0.4159056832085086,Sheep/beef,Commercial Forest,Hops,Barley
00554,0.2961869836583995,Sheep/beef,Commercial Forest,Hops,South Island arable rotation
00555,0.3446945546795485,Sheep/beef,Commercial Forest,Hops,Broad acre vegetable rotation
00556,0.2473038182550266,Sheep/beef,Commercial Forest,Macadamia,Peach
00557,0.2473038182550266,Sheep/beef,Commercial Forest,Macadamia,Nectarine
00558,0.23549935819045897,Sheep/beef,Commercial Forest,Macadamia,Apricot
00559,0.14355591604324197,Sheep/beef,Commercial Forest,Macadamia,Orange (Navel)
00560,0.2357904108661061,Sheep/beef,Commercial Forest,Macadamia,Orange (Valencia)
00561,0.20758985910807032,Sheep/beef,Commercial Forest,Macadamia,Mandarin (Encore)
00562,0.28331493109226114,Sheep/beef,Commercial Forest,Macadamia,Mandarin (Satsuma)
00563,0.12613685471933442,Sheep/beef,Commercial Forest,Macadamia,Lemon (Meyer)
00564,0.1940939660291831,Sheep/beef,Commercial Forest,Macadamia,Grape
00565,0.29864882138351123,Sheep/beef,Commercial Forest,Macadamia,Apple
00566,0.16709715792410512,Sheep/beef,Commercial Forest,Macadamia,Avocado
00567,0.2997033271775927,Sheep/beef,Commercial Forest,Macadamia,Lemon (Yen Ben)
00568,0.3614220508879246,Sheep/beef,Commercial Forest,Macadamia,Blueberry
00569,0.4351358557527542,Sheep/beef,Commercial Forest,Macadamia,Cherry (UFO)
00570,0.4619933966770832,Sheep/beef,Commercial Forest,Macadamia,Cherry (CL)
00571,0.26303553696420795,Sheep/beef,Commercial Forest,Macadamia,Kiwifruit (Gold)
00572,0.22695524828857125,Sheep/beef,Commercial Forest,Macadamia,Kiwifruit (Green)
00573,0.3664887373160725,Sheep/beef,Commercial Forest,Macadamia,Onion
00574,0.3084870446062467,Sheep/beef,Commercial Forest,Macadamia,Squash
00575,0.39001428073753175,Sheep/beef,Commercial Forest,Macadamia,Wheat
00576,0.3799511279920889,Sheep/beef,Commercial Forest,Macadamia,Vining Pea
00577,0.25587410847234143,Sheep/beef,Commercial Forest,Macadamia,Field Pea
00578,0.3885482689402029,Sheep/beef,Commercial Forest,Macadamia,Maize
00579,0.17757817375140061,Sheep/beef,Commercial Forest,Macadamia,Ryegrass Seed
00580,0.34342058084733834,Sheep/beef,Commercial Forest,Macadamia,Kale
00581,0.31741814896644877,Sheep/beef,Commercial Forest,Macadamia,Barley
00582,0.20177881041169798,Sheep/beef,Commercial Forest,Macadamia,South Island arable rotation
00583,0.28306885639290763,Sheep/beef,Commercial Forest,Macadamia,Broad acre vegetable rotation
00584,0.40859368776129246,Sheep/beef,Commercial Forest,Peach,Nectarine
00585,0.4003503817288699,Sheep/beef,Commercial Forest,Peach,Apricot
00586,0.1678594411198623,Sheep/beef,Commercial Forest,Peach,Orange (Navel)
00587,0.3896247959959018,Sheep/beef,Commercial Forest,Peach,Orange (Valencia)
00588,0.3581626246063082,Sheep/beef,Commercial Forest,Peach,Mandarin (Encore)
00589,0.30845281583664774,Sheep/beef,Commercial Forest,Peach,Mandarin (Satsuma)
00590,0.172787256293415,Sheep/beef,Commercial Forest,Peach,Lemon (Meyer)
00591,0.19273352038881963,Sheep/beef,Commercial Forest,Peach,Grape
00592,0.37180652489906624,Sheep/beef,Commercial Forest,Peach,Apple
00593,0.2732583085205849,Sheep/beef,Commercial Forest,Peach,Avocado
00594,0.3727423353850636,Sheep/beef,Commercial Forest,Peach,Lemon (Yen Ben)
00595,0.5430913501430465,Sheep/beef,Commercial Forest,Peach,Blueberry
00596,0.5894390627145482,Sheep/beef,Commercial Forest,Peach,Cherry (UFO)
00597,0.6150769061541528,Sheep/beef,Commercial Forest,Peach,Cherry (CL)
00598,0.34466135808464343,Sheep/beef,Commercial Forest,Peach,Kiwifruit (Gold)
00599,0.31565881065151674,Sheep/beef,Commercial Forest,Peach,Kiwifruit (Green)
00600,0.36324950697851044,Sheep/beef,Commercial Forest,Peach,Onion
00601,0.482508383575933,Sheep/beef,Commercial Forest,Peach,Squash
00602,0.41429682361417186,Sheep/beef,Commercial Forest,Peach,Wheat
00603,0.32745862547062654,Sheep/beef,Commercial Forest,Peach,Vining Pea
00604,0.16748751400379153,Sheep/beef,Commercial Forest,Peach,Field Pea
00605,0.4422811914112483,Sheep/beef,Commercial Forest,Peach,Maize
00606,0.14616361985108978,Sheep/beef,Commercial Forest,Peach,Ryegrass Seed
00607,0.36583714883985846,Sheep/beef,Commercial Forest,Peach,Kale
00608,0.34699502606292076,Sheep/beef,Commercial Forest,Peach,Barley
00609,0.30959240845640196,Sheep/beef,Commercial Forest,Peach,South Island arable rotation
00610,0.39433979406709996,Sheep/beef,Commercial Forest,Peach,Broad acre vegetable rotation
00611,0.4003503817288699,Sheep/beef,Commercial Forest,Nectarine,Apricot
00612,0.1678594411198623,Sheep/beef,Commercial Forest,Nectarine,Orange (Navel)
00613,0.3896247959959018,Sheep/beef,Commercial Forest,Nectarine,Orange (Valencia)
00614,0.3581626246063082,Sheep/beef,Commercial Forest,Nectarine,Mandarin (Encore)
00615,0.30845281583664774,Sheep/beef,Commercial Forest,Nectarine,Mandarin (Satsuma)
00616,0.172787256293415,Sheep/beef,Commercial Forest,Nectarine,Lemon (Meyer)
00617,0.19273352038881963,Sheep/beef,Commercial Forest,Nectarine,Grape
00618,0.37180652489906624,Sheep/beef,Commercial Forest,Nectarine,Apple
00619,0.2732583085205849,Sheep/beef,Commercial Forest,Nectarine,Avocado
00620,0.3727423353850636,Sheep/beef,Commercial Forest,Nectarine,Lemon (Yen Ben)
00621,0.5430913501430465,Sheep/beef,Commercial Forest,Nectarine,Blueberry
00622,0.5894390627145482,Sheep/beef,Commercial Forest,Nectarine,Cherry (UFO)
00623,0.6150769061541528,Sheep/beef,Commercial Forest,Nectarine,Cherry (CL)
00624,0.34466135808464343,Sheep/beef,Commercial Forest,Nectarine,Kiwifruit (Gold)
00625,0.31565881065151674,Sheep/beef,Commercial Forest,Nectarine,Kiwifruit (Green)
00626,0.36324950697851044,Sheep/beef,Commercial Forest,Nectarine,Onion
00627,0.482508383575933,Sheep/beef,Commercial Forest,Nectarine,Squash
00628,0.41429682361417186,Sheep/beef,Commercial Forest,Nectarine,Wheat
00629,0.32745862547062654,Sheep/beef,Commercial Forest,Nectarine,Vining Pea
00630,0.16748751400379153,Sheep/beef,Commercial Forest,Nectarine,Field Pea
00631,0.4422811914112483,Sheep/beef,Commercial Forest,Nectarine,Maize
00632,0.14616361985108978,Sheep/beef,Commercial Forest,Nectarine,Ryegrass Seed
00633,0.36583714883985846,Sheep/beef,Commercial Forest,Nectarine,Kale
00634,0.34699502606292076,Sheep/beef,Commercial Forest,Nectarine,Barley
00635,0.30959240845640196,Sheep/beef,Commercial Forest,Nectarine,South Island arable rotation
00636,0.39433979406709996,Sheep/beef,Commercial Forest,Nectarine,Broad acre vegetable rotation
00637,0.1699930737351291,Sheep/beef,Commercial Forest,Apricot,Orange (Navel)
00638,0.4157765620132529,Sheep/beef,Commercial Forest,Apricot,Orange (Valencia)
00639,0.37915201394365583,Sheep/beef,Commercial Forest,Apricot,Mandarin (Encore)
00640,0.299530370903701,Sheep/beef,Commercial Forest,Apricot,Mandarin (Satsuma)
00641,0.1759244418042388,Sheep/beef,Commercial Forest,Apricot,Lemon (Meyer)
00642,0.18363936157791547,Sheep/beef,Commercial Forest,Apricot,Grape
00643,0.35153231496320386,Sheep/beef,Commercial Forest,Apricot,Apple
00644,0.2699162300683576,Sheep/beef,Commercial Forest,Apricot,Avocado
00645,0.3525169533505124,Sheep/beef,Commercial Forest,Apricot,Lemon (Yen Ben)
00646,0.5382897832640317,Sheep/beef,Commercial Forest,Apricot,Blueberry
00647,0.622370659783541,Sheep/beef,Commercial Forest,Apricot,Cherry (UFO)
00648,0.6489757139214418,Sheep/beef,Commercial Forest,Apricot,Cherry (CL)
00649,0.32078141349457817,Sheep/beef,Commercial Forest,Apricot,Kiwifruit (Gold)
00650,0.29839445697529793,Sheep/beef,Commercial Forest,Apricot,Kiwifruit (Green)
00651,0.3492485821900864,Sheep/beef,Commercial Forest,Apricot,Onion
00652,0.5222387865420433,Sheep/beef,Commercial Forest,Apricot,Squash
00653,0.36551041221781516,Sheep/beef,Commercial Forest,Apricot,Wheat
